device,baseline_hour,baseline_price_eur_kwh,energy_kwh,baseline_cost_eur,recommended_hour,price_eur_kwh,estimated_cost_eur,date,savings_eur,savings_pct
Termo eléctrico,20,0.3091,2.5,0.7727,4,0.1938,0.4846,2023-03-02,0.2881000000000001,37.28484534748286
Lavadora,20,0.2899,1.0,0.2899,14,0.1774,0.1774,2023-03-03,0.11249999999999999,38.8064849948258
Lavavajillas,20,0.2899,1.3,0.3769,15,0.1782,0.2316,2023-03-03,0.1453,38.55133987795171
Secadora,20,0.2899,2.0,0.5798,16,0.184,0.368,2023-03-03,0.2118,36.52983787512936
Termo eléctrico,20,0.2899,2.5,0.7248,2,0.1981,0.4953,2023-03-03,0.22949999999999998,31.66390728476821
Lavadora,20,0.227,1.0,0.227,14,0.1533,0.1533,2023-03-04,0.07370000000000002,32.466960352422916
Lavavajillas,20,0.227,1.3,0.2951,13,0.1566,0.2036,2023-03-04,0.09149999999999997,31.00643849542527
Secadora,20,0.227,2.0,0.4541,15,0.1607,0.3214,2023-03-04,0.13269999999999998,29.22263818542171
Termo eléctrico,20,0.227,2.5,0.5676,12,0.1668,0.417,2023-03-04,0.1506,26.53276955602537
Lavadora,20,0.2372,1.0,0.2372,14,0.1636,0.1636,2023-03-05,0.0736,31.02866779089376
Lavavajillas,20,0.2372,1.3,0.3083,13,0.1667,0.2168,2023-03-05,0.09150000000000003,29.678884203697702
Secadora,20,0.2372,2.0,0.4744,12,0.1721,0.3441,2023-03-05,0.13029999999999997,27.466273187183806
Termo eléctrico,20,0.2372,2.5,0.593,15,0.1752,0.438,2023-03-05,0.15499999999999997,26.13827993254637
Lavadora,20,0.2932,1.0,0.2932,7,0.1869,0.1869,2023-03-06,0.1063,36.25511596180082
Lavavajillas,20,0.2932,1.3,0.3811,14,0.2093,0.2721,2023-03-06,0.10899999999999999,28.60141695093151
Secadora,20,0.2932,2.0,0.5864,15,0.2123,0.4247,2023-03-06,0.1617,27.575034106412005
Termo eléctrico,20,0.2932,2.5,0.733,6,0.1843,0.4608,2023-03-06,0.2722,37.13506139154161
Lavadora,20,0.2688,1.0,0.2688,15,0.156,0.156,2023-03-07,0.11279999999999998,41.96428571428571
Lavavajillas,20,0.2688,1.3,0.3495,14,0.1567,0.2037,2023-03-07,0.14579999999999999,41.71673819742489
Secadora,20,0.2688,2.0,0.5377,16,0.1589,0.3178,2023-03-07,0.21989999999999993,40.896410637902164
Termo eléctrico,20,0.2688,2.5,0.6721,5,0.159,0.3974,2023-03-07,0.27470000000000006,40.87189406338343
Lavadora,20,0.2564,1.0,0.2564,15,0.1159,0.1159,2023-03-08,0.1405,54.79719188767551
Lavavajillas,20,0.2564,1.3,0.3333,14,0.1269,0.165,2023-03-08,0.16829999999999998,50.495049504950494
Secadora,20,0.2564,2.0,0.5127,16,0.1405,0.2809,2023-03-08,0.23180000000000006,45.21162473181198
Termo eléctrico,20,0.2564,2.5,0.6409,2,0.1294,0.3235,2023-03-08,0.3174,49.524106724918084
Lavadora,20,0.2339,1.0,0.2339,16,0.0734,0.0734,2023-03-09,0.16049999999999998,68.61906797776827
Lavavajillas,20,0.2339,1.3,0.304,15,0.075,0.0976,2023-03-09,0.20639999999999997,67.89473684210525
Secadora,20,0.2339,2.0,0.4678,14,0.0851,0.1702,2023-03-09,0.2976,63.616930312099186
Termo eléctrico,20,0.2339,2.5,0.5847,17,0.091,0.2274,2023-03-09,0.3573,61.10826064648538
Lavadora,20,0.2371,1.0,0.2371,15,0.0515,0.0515,2023-03-10,0.18560000000000001,78.27920708561788
Lavavajillas,20,0.2371,1.3,0.3083,16,0.0567,0.0737,2023-03-10,0.23460000000000003,76.09471294193968
Secadora,20,0.2371,2.0,0.4742,14,0.0587,0.1175,2023-03-10,0.3567,75.22142555883595
Termo eléctrico,20,0.2371,2.5,0.5928,2,0.04,0.1001,2023-03-10,0.4927,83.1140350877193
Lavadora,20,0.1404,1.0,0.1404,14,0.0259,0.0259,2023-03-11,0.11449999999999999,81.55270655270654
Lavavajillas,20,0.1404,1.3,0.1826,15,0.0264,0.0344,2023-03-11,0.1482,81.16100766703175
Secadora,20,0.1404,2.0,0.2809,16,0.028,0.056,2023-03-11,0.2249,80.06407974368102
Termo eléctrico,20,0.1404,2.5,0.3511,13,0.0293,0.0733,2023-03-11,0.27780000000000005,79.12275704927372
Lavadora,20,0.1753,1.0,0.1753,11,0.09,0.09,2023-03-12,0.08530000000000001,48.65944095835711
Lavavajillas,20,0.1753,1.3,0.2279,13,0.0903,0.1174,2023-03-12,0.11049999999999999,48.48617814831066
Secadora,20,0.1753,2.0,0.3506,14,0.0908,0.1816,2023-03-12,0.169,48.2030804335425
Termo eléctrico,20,0.1753,2.5,0.4383,12,0.0909,0.2273,2023-03-12,0.21100000000000002,48.140543007072786
Lavadora,20,0.1783,1.0,0.1783,14,0.0508,0.0508,2023-03-13,0.1275,71.50869321368481
Lavavajillas,20,0.1783,1.3,0.2318,15,0.0523,0.068,2023-03-13,0.1638,70.66436583261432
Secadora,20,0.1783,2.0,0.3567,16,0.0548,0.1096,2023-03-13,0.24710000000000001,69.27389963554808
Termo eléctrico,20,0.1783,2.5,0.4458,17,0.0555,0.1389,2023-03-13,0.30689999999999995,68.84253028263795
Lavadora,20,0.3043,1.0,0.3043,15,0.0712,0.0712,2023-03-14,0.23310000000000003,76.60203746302992
Lavavajillas,20,0.3043,1.3,0.3956,14,0.0815,0.1059,2023-03-14,0.2897,73.23053589484327
Secadora,20,0.3043,2.0,0.6086,16,0.0872,0.1744,2023-03-14,0.43420000000000003,71.34406835359842
Termo eléctrico,20,0.3043,2.5,0.7608,1,0.0312,0.0781,2023-03-14,0.6827000000000001,89.73449001051526
Lavadora,20,0.2973,1.0,0.2973,14,0.1684,0.1684,2023-03-15,0.12890000000000001,43.356878573831146
Lavavajillas,20,0.2973,1.3,0.3865,15,0.177,0.2301,2023-03-15,0.1564,40.46571798188875
Secadora,20,0.2973,2.0,0.5947,16,0.1805,0.3611,2023-03-15,0.23360000000000003,39.28030939969733
Termo eléctrico,20,0.2973,2.5,0.7434,3,0.1687,0.4217,2023-03-15,0.32169999999999993,43.27414581651869
Lavadora,20,0.2296,1.0,0.2296,15,0.0793,0.0793,2023-03-16,0.1503,65.4616724738676
Lavavajillas,20,0.2296,1.3,0.2985,14,0.0794,0.1032,2023-03-16,0.19529999999999997,65.42713567839196
Secadora,20,0.2296,2.0,0.4592,16,0.1028,0.2056,2023-03-16,0.2536,55.22648083623694
Termo eléctrico,20,0.2296,2.5,0.574,17,0.1335,0.3338,2023-03-16,0.24019999999999997,41.84668989547038
Lavadora,20,0.2421,1.0,0.2421,14,0.0774,0.0774,2023-03-17,0.1647,68.02973977695169
Lavavajillas,20,0.2421,1.3,0.3147,15,0.0777,0.101,2023-03-17,0.21369999999999997,67.90594216714331
Secadora,20,0.2421,2.0,0.4842,16,0.0828,0.1656,2023-03-17,0.3186,65.79925650557621
Termo eléctrico,20,0.2421,2.5,0.6053,17,0.1053,0.2633,2023-03-17,0.34199999999999997,56.500908640343624
Lavadora,20,0.191,1.0,0.191,15,0.1078,0.1078,2023-03-18,0.0832,43.560209424083766
Lavavajillas,20,0.191,1.3,0.2483,16,0.1166,0.1515,2023-03-18,0.0968,38.98509867096255
Secadora,20,0.191,2.0,0.3819,13,0.1178,0.2356,2023-03-18,0.1463,38.30845771144279
Termo eléctrico,20,0.191,2.5,0.4774,11,0.1221,0.3052,2023-03-18,0.17219999999999996,36.07038123167155
Lavadora,20,0.1912,1.0,0.1912,15,0.0864,0.0864,2023-03-19,0.1048,54.811715481171554
Lavavajillas,20,0.1912,1.3,0.2486,16,0.0988,0.1284,2023-03-19,0.1202,48.35076427996782
Secadora,20,0.1912,2.0,0.3825,11,0.1022,0.2044,2023-03-19,0.1781,46.56209150326798
Termo eléctrico,20,0.1912,2.5,0.4781,10,0.104,0.26,2023-03-19,0.21810000000000002,45.61807153315206
Lavadora,20,0.268,1.0,0.268,14,0.1603,0.1603,2023-03-20,0.10770000000000002,40.18656716417911
Lavavajillas,20,0.268,1.3,0.3484,15,0.1627,0.2116,2023-03-20,0.13679999999999998,39.26521239954076
Secadora,20,0.268,2.0,0.536,16,0.1759,0.3517,2023-03-20,0.18430000000000002,34.384328358208954
Termo eléctrico,20,0.268,2.5,0.67,4,0.1624,0.406,2023-03-20,0.264,39.40298507462687
Lavadora,20,0.2513,1.0,0.2513,14,0.1604,0.1604,2023-03-21,0.09090000000000004,36.17190608834064
Lavavajillas,20,0.2513,1.3,0.3267,15,0.1611,0.2095,2023-03-21,0.1172,35.87389041934497
Secadora,20,0.2513,2.0,0.5026,16,0.1659,0.3319,2023-03-21,0.17070000000000007,33.96339037007562
Termo eléctrico,20,0.2513,2.5,0.6283,3,0.158,0.3949,2023-03-21,0.2334,37.14785930288079
Lavadora,20,0.239,1.0,0.239,14,0.1255,0.1255,2023-03-22,0.11349999999999999,47.48953974895397
Lavavajillas,20,0.239,1.3,0.3107,15,0.1278,0.1661,2023-03-22,0.14459999999999998,46.540070807853226
Secadora,20,0.239,2.0,0.478,16,0.1337,0.2674,2023-03-22,0.21059999999999995,44.05857740585773
Termo eléctrico,20,0.239,2.5,0.5974,1,0.1422,0.3555,2023-03-22,0.24190000000000006,40.49213257448946
Lavadora,20,0.2355,1.0,0.2355,14,0.1116,0.1116,2023-03-23,0.12389999999999998,52.611464968152866
Lavavajillas,20,0.2355,1.3,0.3062,15,0.1136,0.1477,2023-03-23,0.15850000000000003,51.763553233180936
Secadora,20,0.2355,2.0,0.471,16,0.1193,0.2385,2023-03-23,0.23249999999999998,49.36305732484077
Termo eléctrico,20,0.2355,2.5,0.5888,2,0.1242,0.3105,2023-03-23,0.2783,47.265625
Lavadora,20,0.2236,1.0,0.2236,14,0.06,0.06,2023-03-24,0.1636,73.16636851520573
Lavavajillas,20,0.2236,1.3,0.2906,15,0.06,0.078,2023-03-24,0.2126,73.15898141775637
Secadora,20,0.2236,2.0,0.4471,16,0.0837,0.1673,2023-03-24,0.2798,62.58107805859986
Termo eléctrico,20,0.2236,2.5,0.5589,4,0.0805,0.2013,2023-03-24,0.3575999999999999,63.98282340311325
Lavadora,20,0.1083,1.0,0.1083,15,0.0273,0.0273,2023-03-25,0.08099999999999999,74.79224376731301
Lavavajillas,20,0.1083,1.3,0.1408,14,0.028,0.0364,2023-03-25,0.1044,74.14772727272727
Secadora,20,0.1083,2.0,0.2166,13,0.03,0.06,2023-03-25,0.1566,72.29916897506925
Termo eléctrico,20,0.1083,2.5,0.2707,12,0.0312,0.078,2023-03-25,0.19269999999999998,71.18581455485777
Lavadora,20,0.1092,1.0,0.1092,12,0.0279,0.0279,2023-03-26,0.08130000000000001,74.45054945054946
Lavavajillas,20,0.1092,1.3,0.1419,13,0.0279,0.0362,2023-03-26,0.10569999999999999,74.4890768146582
Secadora,20,0.1092,2.0,0.2184,11,0.0282,0.0565,2023-03-26,0.16190000000000002,74.13003663003663
Termo eléctrico,20,0.1092,2.5,0.273,14,0.0283,0.0707,2023-03-26,0.20230000000000004,74.1025641025641
Lavadora,20,0.3125,1.0,0.3125,16,0.1052,0.1052,2023-03-27,0.20729999999999998,66.336
Lavavajillas,20,0.3125,1.3,0.4062,15,0.1053,0.1369,2023-03-27,0.2693,66.29739044805514
Secadora,20,0.3125,2.0,0.6249,17,0.1255,0.2511,2023-03-27,0.3738,59.817570811329816
Termo eléctrico,20,0.3125,2.5,0.7812,14,0.1269,0.3172,2023-03-27,0.464,59.395801331285206
Lavadora,20,0.2792,1.0,0.2792,15,0.1298,0.1298,2023-03-28,0.1494,53.51002865329513
Lavavajillas,20,0.2792,1.3,0.3629,16,0.1301,0.1692,2023-03-28,0.1937,53.37558556076054
Secadora,20,0.2792,2.0,0.5584,14,0.1322,0.2643,2023-03-28,0.29410000000000003,52.66833810888253
Termo eléctrico,20,0.2792,2.5,0.698,17,0.1345,0.3363,2023-03-28,0.36169999999999997,51.81948424068767
Lavadora,20,0.21,1.0,0.21,16,0.0534,0.0534,2023-03-29,0.1566,74.57142857142857
Lavavajillas,20,0.21,1.3,0.273,15,0.0535,0.0695,2023-03-29,0.20350000000000001,74.54212454212454
Secadora,20,0.21,2.0,0.42,17,0.0576,0.1153,2023-03-29,0.30469999999999997,72.54761904761904
Termo eléctrico,20,0.21,2.5,0.525,14,0.0614,0.1534,2023-03-29,0.37160000000000004,70.78095238095239
Lavadora,20,0.1446,1.0,0.1446,16,0.0451,0.0451,2023-03-30,0.0995,68.81051175656985
Lavavajillas,20,0.1446,1.3,0.188,15,0.046,0.0597,2023-03-30,0.1283,68.24468085106383
Secadora,20,0.1446,2.0,0.2892,14,0.0506,0.1013,2023-03-30,0.1879,64.97233748271093
Termo eléctrico,20,0.1446,2.5,0.3615,17,0.051,0.1276,2023-03-30,0.2339,64.70262793914246
Lavadora,20,0.1307,1.0,0.1307,16,0.0483,0.0483,2023-03-31,0.0824,63.045141545524096
Lavavajillas,20,0.1307,1.3,0.1699,15,0.0486,0.0631,2023-03-31,0.10679999999999999,62.86050618010594
Secadora,20,0.1307,2.0,0.2614,14,0.0498,0.0995,2023-03-31,0.16190000000000002,61.935730680948744
Termo eléctrico,20,0.1307,2.5,0.3268,6,0.0446,0.1114,2023-03-31,0.21539999999999998,65.91187270501835
Lavadora,20,0.0655,1.0,0.0655,15,0.0325,0.0325,2023-04-01,0.033,50.38167938931297
Lavavajillas,20,0.0655,1.3,0.0852,16,0.0334,0.0434,2023-04-01,0.0418,49.06103286384976
Secadora,20,0.0655,2.0,0.1311,17,0.0359,0.0719,2023-04-01,0.05919999999999999,45.156369183829135
Termo eléctrico,20,0.0655,2.5,0.1638,18,0.0365,0.0913,2023-04-01,0.0725,44.26129426129426
Lavadora,20,0.0694,1.0,0.0694,13,0.0273,0.0273,2023-04-02,0.0421,60.6628242074928
Lavavajillas,20,0.0694,1.3,0.0902,14,0.0274,0.0356,2023-04-02,0.0546,60.532150776053214
Secadora,20,0.0694,2.0,0.1388,15,0.0282,0.0565,2023-04-02,0.08230000000000001,59.293948126801155
Termo eléctrico,20,0.0694,2.5,0.1735,12,0.029,0.0724,2023-04-02,0.10109999999999998,58.270893371757914
Lavadora,20,0.2876,1.0,0.2876,14,0.0775,0.0775,2023-04-03,0.2101,73.0528511821975
Lavavajillas,20,0.2876,1.3,0.3739,15,0.0778,0.1011,2023-04-03,0.27280000000000004,72.96068467504682
Secadora,20,0.2876,2.0,0.5752,16,0.0786,0.1571,2023-04-03,0.4181,72.68776077885953
Termo eléctrico,20,0.2876,2.5,0.719,17,0.0898,0.2246,2023-04-03,0.49439999999999995,68.76216968011126
Lavadora,20,0.2153,1.0,0.2153,16,0.0572,0.0572,2023-04-04,0.1581,73.43241987923828
Lavavajillas,20,0.2153,1.3,0.2798,15,0.0596,0.0775,2023-04-04,0.20229999999999998,72.30164403145103
Secadora,20,0.2153,2.0,0.4305,17,0.0621,0.1243,2023-04-04,0.3062,71.12659698025553
Termo eléctrico,20,0.2153,2.5,0.5381,14,0.065,0.1626,2023-04-04,0.37550000000000006,69.7825682958558
Lavadora,20,0.2867,1.0,0.2867,15,0.1,0.1,2023-04-05,0.1867,65.12033484478549
Lavavajillas,20,0.2867,1.3,0.3727,16,0.1001,0.1302,2023-04-05,0.24249999999999997,65.06573651730614
Secadora,20,0.2867,2.0,0.5734,14,0.1142,0.2283,2023-04-05,0.3451,60.18486222532263
Termo eléctrico,20,0.2867,2.5,0.7168,0,0.1091,0.2727,2023-04-05,0.4441,61.95591517857143
Lavadora,20,0.2402,1.0,0.2402,16,0.0797,0.0797,2023-04-06,0.1605,66.81931723563697
Lavavajillas,20,0.2402,1.3,0.3122,15,0.0816,0.106,2023-04-06,0.2062,66.04740550928892
Secadora,20,0.2402,2.0,0.4803,17,0.0842,0.1684,2023-04-06,0.3119,64.93858005413283
Termo eléctrico,20,0.2402,2.5,0.6004,14,0.0955,0.2388,2023-04-06,0.36160000000000003,60.22651565622918
Lavadora,20,0.2594,1.0,0.2594,15,0.0648,0.0648,2023-04-07,0.19460000000000002,75.01927525057826
Lavavajillas,20,0.2594,1.3,0.3372,14,0.065,0.0845,2023-04-07,0.2527,74.94068801897983
Secadora,20,0.2594,2.0,0.5188,16,0.0665,0.1329,2023-04-07,0.3859,74.38319198149576
Termo eléctrico,20,0.2594,2.5,0.6485,17,0.0727,0.1816,2023-04-07,0.4669,71.99691595990748
Lavadora,20,0.1861,1.0,0.1861,16,0.045,0.045,2023-04-08,0.1411,75.81945190757658
Lavavajillas,20,0.1861,1.3,0.2419,17,0.056,0.0728,2023-04-08,0.1691,69.90491938817694
Secadora,20,0.1861,2.0,0.3722,15,0.0564,0.1127,2023-04-08,0.25949999999999995,69.72058033315422
Termo eléctrico,20,0.1861,2.5,0.4652,14,0.061,0.1526,2023-04-08,0.3126,67.1969045571797
Lavadora,20,0.1611,1.0,0.1611,14,0.0343,0.0343,2023-04-09,0.1268,78.7088764742396
Lavavajillas,20,0.1611,1.3,0.2094,15,0.0356,0.0463,2023-04-09,0.1631,77.88920725883476
Secadora,20,0.1611,2.0,0.3222,16,0.0358,0.0716,2023-04-09,0.2506,77.77777777777779
Termo eléctrico,20,0.1611,2.5,0.4028,13,0.0381,0.0953,2023-04-09,0.3075,76.34061569016882
Lavadora,20,0.1921,1.0,0.1921,15,0.0556,0.0556,2023-04-10,0.1365,71.05674128058304
Lavavajillas,20,0.1921,1.3,0.2497,14,0.0562,0.073,2023-04-10,0.17670000000000002,70.76491790148178
Secadora,20,0.1921,2.0,0.3842,16,0.0568,0.1137,2023-04-10,0.27049999999999996,70.40603852160332
Termo eléctrico,20,0.1921,2.5,0.4802,17,0.0805,0.2012,2023-04-10,0.279,58.10079133694295
Lavadora,20,0.2475,1.0,0.2475,16,0.0932,0.0932,2023-04-11,0.1543,62.343434343434346
Lavavajillas,20,0.2475,1.3,0.3218,17,0.0977,0.127,2023-04-11,0.19479999999999997,60.53449347420757
Secadora,20,0.2475,2.0,0.495,15,0.0982,0.1964,2023-04-11,0.2986,60.323232323232325
Termo eléctrico,20,0.2475,2.5,0.6188,2,0.1076,0.2689,2023-04-11,0.34990000000000004,56.54492566257273
Lavadora,20,0.1405,1.0,0.1405,14,0.0512,0.0512,2023-04-12,0.08930000000000002,63.558718861209975
Lavavajillas,20,0.1405,1.3,0.1826,16,0.0519,0.0675,2023-04-12,0.11510000000000001,63.03395399780942
Secadora,20,0.1405,2.0,0.281,15,0.052,0.104,2023-04-12,0.17700000000000005,62.98932384341638
Termo eléctrico,20,0.1405,2.5,0.3512,17,0.0575,0.1438,2023-04-12,0.2074,59.054669703872435
Lavadora,20,0.2082,1.0,0.2082,15,0.0496,0.0496,2023-04-13,0.1586,76.17675312199808
Lavavajillas,20,0.2082,1.3,0.2707,16,0.0496,0.0645,2023-04-13,0.2062,76.17288511267085
Secadora,20,0.2082,2.0,0.4165,14,0.0498,0.0997,2023-04-13,0.31679999999999997,76.062424969988
Termo eléctrico,20,0.2082,2.5,0.5206,17,0.0548,0.137,2023-04-13,0.38359999999999994,73.68421052631578
Lavadora,20,0.1785,1.0,0.1785,14,0.0484,0.0484,2023-04-14,0.1301,72.88515406162465
Lavavajillas,20,0.1785,1.3,0.232,15,0.0487,0.0633,2023-04-14,0.16870000000000002,72.71551724137932
Secadora,20,0.1785,2.0,0.357,16,0.0491,0.0982,2023-04-14,0.2588,72.49299719887955
Termo eléctrico,20,0.1785,2.5,0.4462,17,0.0519,0.1298,2023-04-14,0.3164,70.90990587180637
Lavadora,20,0.0645,1.0,0.0645,15,0.025,0.025,2023-04-15,0.0395,61.240310077519375
Lavavajillas,20,0.0645,1.3,0.0839,16,0.0251,0.0326,2023-04-15,0.051300000000000005,61.14421930870084
Secadora,20,0.0645,2.0,0.129,13,0.0258,0.0515,2023-04-15,0.07750000000000001,60.077519379844965
Termo eléctrico,20,0.0645,2.5,0.1612,12,0.026,0.065,2023-04-15,0.09620000000000001,59.67741935483871
Lavadora,20,0.1129,1.0,0.1129,14,0.0292,0.0292,2023-04-16,0.0837,74.1364038972542
Lavavajillas,20,0.1129,1.3,0.1467,13,0.0295,0.0383,2023-04-16,0.1084,73.89229720518064
Secadora,20,0.1129,2.0,0.2257,11,0.0297,0.0595,2023-04-16,0.16620000000000001,73.63757199822774
Termo eléctrico,20,0.1129,2.5,0.2822,12,0.0298,0.0744,2023-04-16,0.2078,73.63571934798016
Lavadora,20,0.2373,1.0,0.2373,15,0.0786,0.0786,2023-04-17,0.1587,66.87737041719343
Lavavajillas,20,0.2373,1.3,0.3085,16,0.0788,0.1024,2023-04-17,0.2061,66.80713128038897
Secadora,20,0.2373,2.0,0.4746,17,0.0814,0.1629,2023-04-17,0.31170000000000003,65.6763590391909
Termo eléctrico,20,0.2373,2.5,0.5932,4,0.0864,0.2159,2023-04-17,0.37729999999999997,63.60418071476737
Lavadora,20,0.2514,1.0,0.2514,15,0.14,0.14,2023-04-18,0.1114,44.31185361972951
Lavavajillas,20,0.2514,1.3,0.3268,16,0.1403,0.1824,2023-04-18,0.14439999999999997,44.1860465116279
Secadora,20,0.2514,2.0,0.5028,14,0.1429,0.2858,2023-04-18,0.21700000000000003,43.15831344470963
Termo eléctrico,20,0.2514,2.5,0.6285,2,0.1178,0.2946,2023-04-18,0.3339,53.12649164677804
Lavadora,20,0.2499,1.0,0.2499,14,0.1555,0.1555,2023-04-19,0.09440000000000001,37.77511004401761
Lavavajillas,20,0.2499,1.3,0.3249,15,0.1557,0.2024,2023-04-19,0.12250000000000003,37.703908895044634
Secadora,20,0.2499,2.0,0.4999,16,0.1564,0.3128,2023-04-19,0.1871,37.42748549709942
Termo eléctrico,20,0.2499,2.5,0.6248,2,0.1494,0.3735,2023-04-19,0.2513,40.22087067861716
Lavadora,20,0.2649,1.0,0.2649,16,0.1102,0.1102,2023-04-20,0.1547,58.399395998489986
Lavavajillas,20,0.2649,1.3,0.3443,15,0.1104,0.1435,2023-04-20,0.2008,58.32123148417079
Secadora,20,0.2649,2.0,0.5297,17,0.1129,0.2258,2023-04-20,0.30389999999999995,57.37209741363035
Termo eléctrico,20,0.2649,2.5,0.6622,14,0.1131,0.2828,2023-04-20,0.3794,57.2938689217759
Lavadora,20,0.2505,1.0,0.2505,16,0.0801,0.0801,2023-04-21,0.1704,68.02395209580838
Lavavajillas,20,0.2505,1.3,0.3257,15,0.084,0.1093,2023-04-21,0.21639999999999998,66.44151059256984
Secadora,20,0.2505,2.0,0.501,17,0.0868,0.1736,2023-04-21,0.3274,65.3493013972056
Termo eléctrico,20,0.2505,2.5,0.6263,14,0.0969,0.2422,2023-04-21,0.3841,61.3284368513492
Lavadora,20,0.1737,1.0,0.1737,16,0.0334,0.0334,2023-04-22,0.14029999999999998,80.77144502014968
Lavavajillas,20,0.1737,1.3,0.2258,17,0.0353,0.0459,2023-04-22,0.1799,79.67227635075288
Secadora,20,0.1737,2.0,0.3473,15,0.0394,0.0787,2023-04-22,0.2686,77.33947595738555
Termo eléctrico,20,0.1737,2.5,0.4342,14,0.051,0.1276,2023-04-22,0.3066,70.61262091202211
Lavadora,20,0.1291,1.0,0.1291,17,0.0294,0.0294,2023-04-23,0.0997,77.22695584817971
Lavavajillas,20,0.1291,1.3,0.1678,16,0.03,0.039,2023-04-23,0.1288,76.7580452920143
Secadora,20,0.1291,2.0,0.2582,15,0.0302,0.0604,2023-04-23,0.19779999999999998,76.60728117738186
Termo eléctrico,20,0.1291,2.5,0.3227,14,0.033,0.0824,2023-04-23,0.24029999999999999,74.4654477843198
Lavadora,20,0.2518,1.0,0.2518,15,0.0783,0.0783,2023-04-24,0.17350000000000004,68.90389197776014
Lavavajillas,20,0.2518,1.3,0.3274,16,0.0785,0.1021,2023-04-24,0.22530000000000003,68.81490531459988
Secadora,20,0.2518,2.0,0.5036,17,0.1081,0.2162,2023-04-24,0.28740000000000004,57.06910246227165
Termo eléctrico,20,0.2518,2.5,0.6295,14,0.1168,0.2919,2023-04-24,0.33759999999999996,53.62986497220016
Lavadora,20,0.2476,1.0,0.2476,15,0.0751,0.0751,2023-04-25,0.1725,69.66882067851373
Lavavajillas,20,0.2476,1.3,0.3219,16,0.0752,0.0978,2023-04-25,0.22410000000000002,69.6178937558248
Secadora,20,0.2476,2.0,0.4952,17,0.0808,0.1615,2023-04-25,0.3337,67.38691437802909
Termo eléctrico,20,0.2476,2.5,0.619,14,0.1093,0.2733,2023-04-25,0.3457,55.84814216478191
Lavadora,20,0.2489,1.0,0.2489,16,0.1455,0.1455,2023-04-26,0.10340000000000002,41.54278826838088
Lavavajillas,20,0.2489,1.3,0.3236,15,0.1465,0.1904,2023-04-26,0.13319999999999999,41.161928306551296
Secadora,20,0.2489,2.0,0.4978,17,0.1496,0.2992,2023-04-26,0.1986,39.89554037766171
Termo eléctrico,20,0.2489,2.5,0.6222,4,0.1328,0.332,2023-04-26,0.29019999999999996,46.64095146255222
Lavadora,20,0.2422,1.0,0.2422,15,0.1517,0.1517,2023-04-27,0.0905,37.36581337737407
Lavavajillas,20,0.2422,1.3,0.3149,16,0.1522,0.1978,2023-04-27,0.11710000000000001,37.186408383613845
Secadora,20,0.2422,2.0,0.4844,14,0.153,0.3061,2023-04-27,0.17830000000000001,36.80842279108175
Termo eléctrico,20,0.2422,2.5,0.6055,3,0.1408,0.3519,2023-04-27,0.25360000000000005,41.88274153592073
Lavadora,20,0.2386,1.0,0.2386,15,0.143,0.143,2023-04-28,0.09560000000000002,40.06705783738475
Lavavajillas,20,0.2386,1.3,0.3102,16,0.1448,0.1883,2023-04-28,0.12189999999999998,39.29722759509993
Secadora,20,0.2386,2.0,0.4772,14,0.1495,0.299,2023-04-28,0.17820000000000003,37.34283319362951
Termo eléctrico,20,0.2386,2.5,0.5965,4,0.1341,0.3353,2023-04-28,0.26120000000000004,43.78876781223806
Lavadora,20,0.1568,1.0,0.1568,16,0.031,0.031,2023-04-29,0.1258,80.2295918367347
Lavavajillas,20,0.1568,1.3,0.2038,17,0.0311,0.0405,2023-04-29,0.1633,80.12757605495584
Secadora,20,0.1568,2.0,0.3135,15,0.0329,0.0658,2023-04-29,0.2477,79.01116427432217
Termo eléctrico,20,0.1568,2.5,0.3919,18,0.0417,0.1042,2023-04-29,0.2877,73.41158458790508
Lavadora,20,0.1539,1.0,0.1539,15,0.0344,0.0344,2023-04-30,0.11950000000000001,77.64782326185835
Lavavajillas,20,0.1539,1.3,0.2001,14,0.0472,0.0613,2023-04-30,0.1388,69.36531734132933
Secadora,20,0.1539,2.0,0.3078,16,0.0475,0.0951,2023-04-30,0.2127,69.10331384015595
Termo eléctrico,20,0.1539,2.5,0.3848,17,0.0545,0.1364,2023-04-30,0.24839999999999998,64.55301455301455
